"","program","programska_klasifikacija","funkcija","ekonomska_klasifikacija","budzet","sopstveni_izvori","ostali_izvori","grad"
"109","ОПШТЕ УСЛУГЕ ЛОКАЛНЕ САМОУПРАВЕ","Функционисање локалне самоуправе и градских општина","Цивилна одбрана","УСЛУГЕ ПО УГОВОРУ",-850000,0,0,"Kragujevac"
"110","ОПШТЕ УСЛУГЕ ЛОКАЛНЕ САМОУПРАВЕ","Функционисање локалне самоуправе и градских општина","Цивилна одбрана","СПЕЦИЈАЛИЗОВАНЕ УСЛУГЕ",-9600000,0,0,"Kragujevac"
"111","ОПШТЕ УСЛУГЕ ЛОКАЛНЕ САМОУПРАВЕ","Функционисање локалне самоуправе и градских општина","Цивилна одбрана","ТЕКУЋЕ ПОПРАВКЕ И ОДРЖАВАЊЕ",-4700000,0,0,"Kragujevac"
"112","ОПШТЕ УСЛУГЕ ЛОКАЛНЕ САМОУПРАВЕ","Функционисање локалне самоуправе и градских општина","Цивилна одбрана","МАТЕРИЈАЛ",-7e+06,0,0,"Kragujevac"
"113","ОПШТЕ УСЛУГЕ ЛОКАЛНЕ САМОУПРАВЕ","Функционисање локалне самоуправе и градских општина","Цивилна одбрана","ПОРЕЗИ, ОБАВЕЗНЕ ТАКСЕ, КАЗНЕ, ПЕНАЛИ И КАМАТЕ",-1e+06,0,0,"Kragujevac"
"114","ОПШТЕ УСЛУГЕ ЛОКАЛНЕ САМОУПРАВЕ","Функционисање локалне самоуправе и градских општина","Цивилна одбрана","НАКНАДА ШТЕТЕ ЗА ПОВРЕДЕ ИЛИ ШТЕТУ НАНЕТУ ОД СТРАНЕ ДРЖАВНИХ ОРГАНА",-1000,0,0,"Kragujevac"
"115","ОПШТЕ УСЛУГЕ ЛОКАЛНЕ САМОУПРАВЕ","Функционисање локалне самоуправе и градских општина","Цивилна одбрана","МАШИНЕ И ОПРЕМА",-3500000,0,0,"Kragujevac"
"116","ОПШТЕ УСЛУГЕ ЛОКАЛНЕ САМОУПРАВЕ","Функционисање локалне самоуправе и градских општина","Услуге против пожарне заштите","СПЕЦИЈАЛИЗОВЕНЕ УСЛУГЕ",-2700000,0,0,"Kragujevac"
"117","ОПШТЕ УСЛУГЕ ЛОКАЛНЕ САМОУПРАВЕ","Функционисање локалне самоуправе и градских општина","Развој заједнице","ЗГРАДЕ И ГРАЂЕВИНСКИ ОБЈЕКТИ",-267300000,0,0,"Kragujevac"
"118","ОПШТЕ УСЛУГЕ ЛОКАЛНЕ САМОУПРАВЕ","Функционисање локалне самоуправе и градских општина","Развој заједнице","ЗГРАДЕ И ГРАЂЕВИНСКИ ОБЈЕКТИ",0,0,-36953000,"Kragujevac"
"119","ОПШТЕ УСЛУГЕ ЛОКАЛНЕ САМОУПРАВЕ","Пројекат - Изградња портирнице Војне болнице","Развој заједнице","ЗГРАДЕ И ГРАЂЕВИНСКИ ОБЈЕКТИ",-5e+06,0,0,"Kragujevac"
"120","СТАНОВАЊЕ, УРБАНИЗАМ И ПРОСТОРНО ПЛАНИРАЊЕ","Просторно и урбанистичко планиранје","Развој заједнице","ЗГРАДЕ И ГРАЂЕВИНСКИ ОБЈЕКТИ",-243100000,0,0,"Kragujevac"
"121","КОМУНАЛНЕ ДЕЛАТНОСТИ","Одржавање јавних зелених површина","Развој заједнице","СПЕЦИЈАЛИЗОВАНЕ УСЛУГЕ",-108500000,0,0,"Kragujevac"
"122","КОМУНАЛНЕ ДЕЛАТНОСТИ","Одржавање јавних зелених површина","Развој заједнице","ЗГРАДЕ И ГРАЂЕВИНСКИ ОБЈЕКТИ",-42200000,0,0,"Kragujevac"
"123","КОМУНАЛНЕ ДЕЛАТНОСТИ","Одржавање чистоће на површинама јавне намене","Развој заједнице","СТАЛНИ ТРОШКОВИ",-9e+07,0,0,"Kragujevac"
"124","КОМУНАЛНЕ ДЕЛАТНОСТИ","Одржавање чистоће на површинама јавне намене","Развој заједнице","СПЕЦИЈАЛИЗОВАНЕ УСЛУГЕ",-1e+07,0,0,"Kragujevac"
"125","КОМУНАЛНЕ ДЕЛАТНОСТИ","ЗОО хигијена","Развој заједнице","СПЕЦИЈАЛИЗОВАНЕ УСЛУГЕ",-6500000,0,0,"Kragujevac"
"126","КОМУНАЛНЕ ДЕЛАТНОСТИ","Управљање и снабдевање водом за пиће","Водоснабдевање","СТАЛНИ ТРОШКОВИ",-2200000,0,0,"Kragujevac"
"127","КОМУНАЛНЕ ДЕЛАТНОСТИ","Управљање и снабдевање водом за пиће","Водоснабдевање","ТЕКУЋЕ ПОПРАВКЕ И ОДРЖАВАЊЕ",-1e+06,0,0,"Kragujevac"
"128","КОМУНАЛНЕ ДЕЛАТНОСТИ","Управљање и снабдевање водом за пиће","Водоснабдевање","ЗГРАДЕ И ГРАЂЕВИНСКИ ОБЈЕКТИ",-2.83e+08,0,0,"Kragujevac"
"129","КОМУНАЛНЕ ДЕЛАТНОСТИ","Пројекат Бунари","Водоснабдевање","ЗГРАДЕ И ГРАЂЕВИНСКИ ОБЈЕКТИ",-1.8e+07,0,0,"Kragujevac"
"130","КОМУНАЛНЕ ДЕЛАТНОСТИ","Пројекат реконструкција фонтана","Водоснабдевање","ЗГРАДЕ И ГРАЂЕВИНСКИ ОБЈЕКТИ",-15600000,0,0,"Kragujevac"
"131","КОМУНАЛНЕ ДЕЛАТНОСТИ","Управљање/одржавање јавним осветљењем","Улична расвета","СТАЛНИ ТРОШКОВИ",-1.6e+08,0,0,"Kragujevac"
"132","КОМУНАЛНЕ ДЕЛАТНОСТИ","Управљање/одржавање јавним осветљењем","Улична расвета","СПЕЦИЈАЛИЗОВЕНЕ УСЛУГЕ",-8e+06,0,0,"Kragujevac"
"133","КОМУНАЛНЕ ДЕЛАТНОСТИ","Управљање/одржавање јавним осветљењем","Улична расвета","ТЕКУЋЕ ПОПРАВКЕ И ОДРЖАВАЊЕ",-33500000,0,0,"Kragujevac"
"134","ЛОКАЛНИ ЕКОНОМСКИ РАЗВОЈ","Унапређење привредног и инвестиционог амбијента","Друмски саобраћај","ЗГРАДЕ И ГРАЂЕВИНСКИ ОБЈЕКТИ",-5e+06,0,0,"Kragujevac"
"135","ЛОКАЛНИ ЕКОНОМСКИ РАЗВОЈ","Унапређење привредног и инвестиционог амбијента","Друмски саобраћај","МАШИНЕ И ОПРЕМА",-8.2e+07,0,0,"Kragujevac"
"136","ЛОКАЛНИ ЕКОНОМСКИ РАЗВОЈ","Унапређење привредног и инвестиционог амбијента","Развој заједнице","СТАЛНИ ТРОШКОВИ",-5e+05,0,0,"Kragujevac"
"137","ЛОКАЛНИ ЕКОНОМСКИ РАЗВОЈ","Унапређење привредног и инвестиционог амбијента","Развој заједнице","УСЛУГЕ ПО УГОВОРУ",-6e+06,0,0,"Kragujevac"
"138","ЛОКАЛНИ ЕКОНОМСКИ РАЗВОЈ","Унапређење привредног и инвестиционог амбијента","Развој заједнице","СПЕЦИЈАЛИЗОВАНЕ УСЛУГЕ",-2e+05,0,0,"Kragujevac"
"139","ЛОКАЛНИ ЕКОНОМСКИ РАЗВОЈ","Стуб добре управе-Е управа града Крагујевца","Развој заједнице","ЗГРАДЕ И ГРАЂЕВИНСКИ ОБЈЕКТИ",-280000,0,0,"Kragujevac"
"140","ЛОКАЛНИ ЕКОНОМСКИ РАЗВОЈ","Стуб добре управе-Е управа града Крагујевца","Развој заједнице","ЗГРАДЕ И ГРАЂЕВИНСКИ ОБЈЕКТИ",0,0,-813000,"Kragujevac"
"141","ЛОКАЛНИ ЕКОНОМСКИ РАЗВОЈ","Изградња отвореног спортског терена у Великом Парку у Крагујевцу  UNOPS EUPRO","Развој заједнице","ЗГРАДЕ И ГРАЂЕВИНСКИ ОБЈЕКТИ",-2100000,0,0,"Kragujevac"
"142","ЛОКАЛНИ ЕКОНОМСКИ РАЗВОЈ","Изградња отвореног спортског терена у Великом Парку у Крагујевцу  UNOPS EUPRO","Развој заједнице","ЗГРАДЕ И ГРАЂЕВИНСКИ ОБЈЕКТИ",0,0,-3462000,"Kragujevac"
"143","ЛОКАЛНИ ЕКОНОМСКИ РАЗВОЈ","Унапређење и развој ГИС-а","Развој заједнице","УСЛУГЕ ПО УГОВОРУ",-2700000,0,0,"Kragujevac"
"144","ЛОКАЛНИ ЕКОНОМСКИ РАЗВОЈ","Унапређење и развој ГИС-а","Развој заједнице","СПЕЦИЈАЛИЗОВЕНЕ УСЛУГЕ",0,0,-7200000,"Kragujevac"
"145","ЛОКАЛНИ ЕКОНОМСКИ РАЗВОЈ","Унапређење и развој ГИС-а","Развој заједнице","МАТЕРИЈАЛ",-72000,0,0,"Kragujevac"
"146","ЛОКАЛНИ ЕКОНОМСКИ РАЗВОЈ","Унапређење и развој ГИС-а","Развој заједнице","МАШИНЕ И ОПРЕМА",-488000,0,0,"Kragujevac"
"147","ЛОКАЛНИ ЕКОНОМСКИ РАЗВОЈ","Унапређење и развој ГИС-а","Развој заједнице","МАШИНЕ И ОПРЕМА",0,0,-5520000,"Kragujevac"
"148","ЛОКАЛНИ ЕКОНОМСКИ РАЗВОЈ","Унапређење и развој ГИС-а","Развој заједнице","НЕМАТЕРИЈАЛНА ИМОВИНА",0,0,-4800000,"Kragujevac"
"149","ЛОКАЛНИ ЕКОНОМСКИ РАЗВОЈ","EXCHANGE 5 - Ефикасно и ефективно управљање имовином","Развој заједнице","УСЛУГЕ ПО УГОВОРУ",0,0,-6904000,"Kragujevac"
"150","ЛОКАЛНИ ЕКОНОМСКИ РАЗВОЈ","EXCHANGE 5 - Ефикасно и ефективно управљање имовином","Развој заједнице","СПЕЦИЈАЛИЗОВАНЕ УСЛУГЕ",0,0,-3e+06,"Kragujevac"
"151","ЛОКАЛНИ ЕКОНОМСКИ РАЗВОЈ","EXCHANGE 5 - Ефикасно и ефективно управљање имовином","Развој заједнице","МАТЕРИЈАЛ",0,0,-110000,"Kragujevac"
"152","ЛОКАЛНИ ЕКОНОМСКИ РАЗВОЈ","EXCHANGE 5 - Ефикасно и ефективно управљање имовином","Развој заједнице","ЗГРАДЕ И ГРАЂЕВИНСКИ ОБЈЕКТИ",0,0,-8070000,"Kragujevac"
"153","ЛОКАЛНИ ЕКОНОМСКИ РАЗВОЈ","EXCHANGE 5 - Ефикасно и ефективно управљање имовином","Развој заједнице","МАШИНЕ И ОПРЕМА",0,0,-2400000,"Kragujevac"
"154","ЛОКАЛНИ ЕКОНОМСКИ РАЗВОЈ","Нови послови за младе у Крагујевцу","Развој заједнице","УСЛУГЕ ПО УГОВОРУ",0,0,-45000,"Kragujevac"
"155","ЛОКАЛНИ ЕКОНОМСКИ РАЗВОЈ","Мрежа иновација Србоје-СТАРТИТ центар Крагујевац","Развој заједнице","УСЛУГЕ ПО УГОВОРУ",0,0,-4291000,"Kragujevac"
"156","ЛОКАЛНИ ЕКОНОМСКИ РАЗВОЈ","Мрежа иновација Србоје-СТАРТИТ центар Крагујевац","Развој заједнице","ЗГРАДЕ И ГРАЂЕВИНСКИ ОБЈЕКТИ",0,0,-11813000,"Kragujevac"
"157","ЛОКАЛНИ ЕКОНОМСКИ РАЗВОЈ","Мрежа иновација Србоје-СТАРТИТ центар Крагујевац","Развој заједнице","МАШИНЕ И ОПРЕМА",0,0,-4242000,"Kragujevac"
"158","ЗАШТИТА ЖИВОТНЕ СРЕДИНЕ","Унапређење заштитом животне средине","Заштита животне средине-Истраживање и развој","ЗГРАДЕ И ГРАЂЕВИНСКИ ОБЈЕКТИ",-2e+07,0,0,"Kragujevac"
"159","ЗАШТИТА ЖИВОТНЕ СРЕДИНЕ","Санација каменог моста","Заштита животне средине-Истраживање и развој","ЗГРАДЕ И ГРАЂЕВИНСКИ ОБЈЕКТИ",-9e+06,0,0,"Kragujevac"
"160","ЗАШТИТА ЖИВОТНЕ СРЕДИНЕ","Санација каменог моста","Заштита животне средине-Истраживање и развој","ЗГРАДЕ И ГРАЂЕВИНСКИ ОБЈЕКТИ",0,0,-1e+07,"Kragujevac"
"161","ОРГАНИЗАЦИЈА САОБРАЋАЈА И САОБРАЋАЈНА ИНФРАСТРУКТУРА","Унапређење и одржавање саобраћајне инфраструктуре","Друмски саобраћај","СПЕЦИЈАЛИЗОВЕНЕ УСЛУГЕ",-152600000,0,0,"Kragujevac"
"162","ЗАШТИТА ЖИВОТНЕ СРЕДИНЕ","Унапређење и одржавање саобраћајне инфраструктуре","Друмски саобраћај","ТЕКУЋЕ ПОПРАВКЕ И ОДРЖАВАЊЕ",-147400000,0,0,"Kragujevac"
"163","ЗАШТИТА ЖИВОТНЕ СРЕДИНЕ","Унапређење и одржавање саобраћајне инфраструктуре","Друмски саобраћај","ЗГРАДЕ И ГРАЂЕВИНСКИ ОБЈЕКТИ",-5.12e+08,0,0,"Kragujevac"
